adm0_name,adm1_name,mkt_name,cm_name,cur_name,pt_name,um_name,mp_month,mp_year,mp_price,mp_commoditysource
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,9,2011,3.78,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,10,2011,3.78,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,11,2011,3.79,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,12,2011,3.8,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,1,2012,3.78,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,2,2012,3.78,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,3,2012,3.8,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,4,2012,3.8,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,5,2012,3.76,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,6,2012,3.74,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,7,2012,3.73,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,8,2012,3.73,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,9,2012,3.74,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,10,2012,3.76,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,11,2012,3.74,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,12,2012,3.74,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,6,2013,4.18,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,7,2013,4.39,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,8,2013,4.44,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,9,2013,4.54,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,10,2013,4.55,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,11,2013,4.69,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,1,2014,4.7,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,2,2014,4.77,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,3,2014,4.79,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,4,2014,4.77,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,5,2014,4.78,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,9,2014,4.84,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,10,2014,4.84,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,11,2014,4.7,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,12,2014,4.64,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,1,2015,4.57,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,2,2015,4.55,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,3,2015,4.49,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,4,2015,4.46,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,5,2015,4.48,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,6,2015,4.42,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,7,2015,4.34,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,8,2015,4.32,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,9,2015,4.17,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,10,2015,4.17,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,11,2015,4.12,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,12,2015,4.12,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,1,2016,4.13,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,2,2016,4.1,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,3,2016,4.08,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,4,2016,4.07,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,5,2016,4.05,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,6,2016,4.04,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,7,2016,4.05,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,8,2016,4.05,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,9,2016,4.07,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,10,2016,4.08,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,12,2016,4.08,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,1,2017,4.03,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,2,2017,4.13,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,3,2017,4.13,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,4,2017,4.11,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,5,2017,4.11,INE
Bolivia,La Paz,La Paz City,Noodles (short),BOB,Retail,Pound,6,2017,4.07,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,1,2010,35.87,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,2,2010,34.45,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,3,2010,32.99,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,4,2010,31.39,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,5,2010,32.22,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,6,2010,33.74,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,7,2010,38.28,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,8,2010,42.14,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,9,2010,42.8,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,10,2010,40.52,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,11,2010,40.21,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,12,2010,39.5,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,1,2011,40.65,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,2,2011,45.83,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,3,2011,46.87,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,4,2011,42.45,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,5,2011,42.35,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,6,2011,42.0,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,7,2011,41.0,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,8,2011,39.78,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,9,2011,41.53,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,10,2011,44.07,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,11,2011,45.25,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,12,2011,45.19,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,1,2012,44.36,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,2,2012,43.84,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,3,2012,43.72,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,4,2012,39.07,INE
Bolivia,La Paz,La Paz City,Potatoes (Dutch),BOB,Retail,11.5 KG,5,2012,40.31,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,6,2012,34.03,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,7,2012,34.79,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,8,2012,36.14,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,9,2012,35.71,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,10,2012,38.05,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,11,2012,42.41,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,12,2012,46.0,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,6,2013,33.83,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,7,2013,37.2,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,8,2013,41.82,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,9,2013,52.64,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,10,2013,65.06,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,11,2013,64.41,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,1,2014,50.51,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,2,2014,46.42,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,3,2014,41.47,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,4,2014,40.74,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,5,2014,45.4,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,9,2014,50.97,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,10,2014,50.7,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,11,2014,46.71,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,12,2014,47.95,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,1,2015,50.23,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,2,2015,48.74,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,3,2015,46.26,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,4,2015,45.57,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,5,2015,44.19,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,6,2015,44.12,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,7,2015,45.07,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,8,2015,45.31,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,9,2015,43.83,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,10,2015,45.18,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,11,2015,51.08,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,12,2015,55.93,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,1,2016,51.89,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,2,2016,48.9,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,3,2016,45.95,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,4,2016,44.85,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,5,2016,46.67,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,6,2016,49.84,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,7,2016,54.52,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,8,2016,61.15,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,9,2016,70.02,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,10,2016,74.3,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,12,2016,72.72,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,1,2017,62.32,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,2,2017,55.13,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,3,2017,55.26,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,4,2017,51.75,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,5,2017,50.82,INE
Bolivia,La Paz,La Paz City,"Potatoes (Irish, imilla)",BOB,Retail,11.5 KG,6,2017,49.16,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,1,2010,3.01,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,2,2010,2.94,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,3,2010,2.94,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,4,2010,2.92,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,5,2010,2.9,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,6,2010,2.84,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,7,2010,2.85,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,8,2010,2.88,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,9,2010,2.89,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,10,2010,2.78,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,11,2010,2.79,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,12,2010,2.92,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,1,2011,3.01,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,2,2011,3.08,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,3,2011,3.11,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,4,2011,3.09,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,5,2011,3.1,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,6,2011,3.08,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,7,2011,2.98,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,8,2011,3.0,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,9,2011,3.0,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,10,2011,3.0,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,11,2011,2.94,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,12,2011,2.99,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,1,2012,3.0,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,2,2012,3.0,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,3,2012,2.94,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,4,2012,2.9,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,5,2012,2.98,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,6,2012,2.95,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,7,2012,2.85,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,8,2012,2.98,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,9,2012,2.9,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,10,2012,2.93,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,11,2012,2.9,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,12,2012,2.97,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,6,2013,3.38,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,7,2013,3.62,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,8,2013,3.65,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,9,2013,3.66,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,10,2013,3.71,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,11,2013,3.67,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,1,2014,3.75,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,2,2014,3.79,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,3,2014,3.88,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,4,2014,3.92,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,5,2014,3.88,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,9,2014,3.94,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,10,2014,3.94,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,11,2014,3.94,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,12,2014,3.94,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,1,2015,3.92,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,2,2015,3.92,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,3,2015,3.92,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,4,2015,3.9,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,5,2015,3.88,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,6,2015,3.83,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,7,2015,3.75,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,8,2015,3.73,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,9,2015,3.77,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,10,2015,3.67,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,11,2015,3.54,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,12,2015,3.52,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,1,2016,3.5,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,2,2016,3.52,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,3,2016,3.54,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,4,2016,3.52,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,5,2016,3.5,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,6,2016,3.44,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,7,2016,3.44,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,8,2016,3.5,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,9,2016,3.5,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,10,2016,3.5,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,12,2016,3.48,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,1,2017,3.46,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,2,2017,3.52,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,3,2017,3.48,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,4,2017,3.48,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,5,2017,3.48,INE
Bolivia,La Paz,La Paz City,Rice (estaquilla),BOB,Retail,Pound,6,2017,3.52,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,1,2010,0.39,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,2,2010,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,3,2010,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,4,2010,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,5,2010,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,6,2010,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,7,2010,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,8,2010,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,9,2010,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,10,2010,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,11,2010,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,12,2010,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,1,2011,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,2,2011,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,3,2011,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,4,2011,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,5,2011,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,4,2015,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,5,2015,0.41,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,6,2015,0.45,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,7,2015,0.46,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,8,2015,0.46,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,9,2015,0.46,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,10,2015,0.46,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,11,2015,0.46,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,12,2015,0.46,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,1,2016,0.46,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,2,2016,0.46,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,3,2016,0.46,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,4,2016,0.46,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,5,2016,0.49,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,6,2016,0.5,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,7,2016,0.5,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,8,2016,0.5,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,9,2016,0.5,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,10,2016,0.5,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,12,2016,0.5,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,1,2017,0.5,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,2,2017,0.5,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,3,2017,0.5,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,4,2017,0.5,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,5,2017,0.5,INE
Bolivia,La Paz,La Paz City,Bread (wheat),BOB,Retail,Unit,6,2017,0.5,INE
Bolivia,Cochabamba,Cochabamba City,Eggs,BOB,Retail,Unit,4,2015,0.63,INE
Bolivia,Cochabamba,Cochabamba City,Eggs,BOB,Retail,Unit,5,2015,0.65,INE
Bolivia,Cochabamba,Cochabamba City,Eggs,BOB,Retail,Unit,6,2015,0.66,INE
Bolivia,Cochabamba,Cochabamba City,Eggs,BOB,Retail,Unit,7,2015,0.66,INE
